EN,BM,中文,EN,BM,中文,,,,,,,,,
Bakeries & Biscuits (Factories & Shops),Bakeri & Biskut (Kilang & Kedai),面包与饼干（工厂与商店）,"Baker, Dough-Mixer, Packer, Proprietor","Pebuat Roti, Pengadun doh, Pembungkus, Pemilik Tunggal",面包师傅，面团搅拌工，包装工，业主,,0,1,1,1,,,,
Bakeries & Biscuits (Factories & Shops),Bakeri & Biskut (Kilang & Kedai),面包与饼干（工厂与商店）,Machine Operator & Other Worker,Pengendali Mesin & Pekerja Lain,机器操作员及其他工人,,0,1.25,1,1,,,,
Bank,Bank,银行,Bank - Armed Guards,Bank - Pengawal bersenjata (Tanpa RCC),银行 - 武装守卫,,2.5,1.25,1,D,,,,
Bank,Bank,银行,Bank - Armoured Car-Driver & Collector,Bank - Pemandu & pengumpul kenderaan berperisai (Tanpa RCC),银行 - 装甲车司机和收款人,,0,1.25,1,D,,,,
Bank,Bank,银行,"Bank - Clerk, Officer, Teller","Bank - Kerani, Pegawai, Jurujual (Tanpa RCC)",银行 - 文员，职员，出纳员,,0,1,1,1,,,,
Bank,Bank,银行,"Bank Staff (Office Work Only), Investment Adviser, Financial Planner, Credit Analyst, Credit officer","Kakitangan Bank (Hanya Kerja Pejabat), Penasihat Pelaburan, Perancang Kewangan, Penganalisis Kredit, Pegawai Kredit",银行职员（仅办公室工作），投资顾问，财务规划师，信贷分析师，信贷员,,0,1,1,1,,,,
Bank,Bank,银行,Car Repossesser - Bank ,Penundah kereta- Bank ,收回汽车 - 银行,,0,1.25,1,1.3,,,,
Bar - International Hotels,Bar - Hotel Antarabangsa,酒吧 - 国际酒店,"Bartender, Captain, Waiter","Bartender, Kapten, Pelayan","酒保，领队, 侍者",Male,0,1,1,1,,,,
Bar - International Hotels,Bar - Hotel Antarabangsa,酒吧 - 国际酒店,"Bartender, Captain, Waitress","Bartender, Kapten, Pelayan","酒保，领队, 女侍者",Female,0,1,1,1,,,,
Bar - International Hotels,Bar - Hotel Antarabangsa,酒吧 - 国际酒店,Cashier,Juruwang ,收银员,,0,1,1,1,,,,
Bar - International Hotels,Bar - Hotel Antarabangsa,酒吧 - 国际酒店,"Public Relations Officer, Guest Relations Officer, Singer, Musical Band (GRO/PRO)","Pegawai Perhubungan Awam, Pegawai Perhubungan Pelawat, Penyanyi, Band Muzik (GRO / PRO)",公关，宾关，歌手，乐队（GRO / PRO）,,0,1,1,1,,,,
Bar - Others,Bar - Lain-lain,酒吧 - 其他,"Bartender, Bar Waiter","Bartender, Pelayan Bar",酒保，酒吧侍者,Male,0,1.25,1,D,,,,
Bar - Others,Bar - Lain-lain,酒吧 - 其他,"Bartender, Bar Waitress ","Bartender, Pelayan Bar",酒保，女酒吧侍者,Female,0,1.25,1,D,,,,
Bar - Others,Bar - Lain-lain,酒吧 - 其他,"Bodyguard, Bouncer","Pengawal, Bouncer",保镖,,2.5,1.25,1,D,,,,
Bar - Others,Bar - Lain-lain,酒吧 - 其他,"Cashier, Proprietor","Juruwang, Pemilik",收银员，业主,,0,1,1,1,,,,
Bar - Others,Bar - Lain-lain,酒吧 - 其他,"Guest Relations Officer, Public Relations Officer","Pegawai Perhubungan Awam, Pegawai Perhubungan Awam",宾关，公关,Male,2.5,1.25,1,D,,,,
Bar - Others,Bar - Lain-lain,酒吧 - 其他,"Guest Relations Officer, Public Relations Officer, Bargirl (GRO/PRO)","Pegawai Perhubungan Awam, Pegawai Perhubungan Awam, Bargirl (GRO / PRO)",宾关，公关，酒吧女郎 (GRO/PRO),Female,2.5,1.25,1,D,,,,
Barber / Hairdressing Salon,Tukang Gunting Rambut / Salun Rambut,理发 / 美发沙龙,Barber,Tukang Gunting Rambut ,理发师,,0,1,1,1,,,,
Barber / Hairdressing Salon,Tukang Gunting Rambut / Salun Rambut,理发 / 美发沙龙,"Hairdresser, Hairstylist","Pendandan Rambut, Pakar rambut",美发师，发型师,,0,1,1,1,,,,
"Baths, Beaches & Pools","Mandi, Pantai & Kolam",浴室，海滩和泳池,Life Guard (Beaches),Pengawal Kehidupan (Pantai),救生员（海滩）,,0,1.25,1,1.3,,,,
"Baths, Beaches & Pools","Mandi, Pantai & Kolam",浴室，海滩和泳池,Life Guard (Swimming Pools),Penyelamat (Kolam Renang),救生员（游泳池）,,0,1,1,1,,,,
"Baths, Beaches & Pools","Mandi, Pantai & Kolam",浴室，海滩和泳池,Motor-Boat Driver,Pemandu Motor Bot,汽艇驾驶员,,2.5,1.25,1,1.45,,,,
"Baths, Beaches & Pools","Mandi, Pantai & Kolam",浴室，海滩和泳池,"Office Personnel, Proprietor","Kakitangan, Pemilik",办公室人员，业主,,0,1,1,1,,,,
"Baths, Beaches & Pools","Mandi, Pantai & Kolam",浴室，海滩和泳池,Swimming Pool Attendant ,Perenang Kolam Renang ,游泳池服务员,,0,1.25,1,1,,,,
Batik Painter & Printer,Pelukis & Pencetak Batik,峇迪画家和印刷,Batik Painter & Printer,Pelukis & Pencetak Batik,峇迪画家和印刷,,0,1,1,1,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,"Assembler, Cell Tester ","Pemasang, Penguji Sel ",组装，电池测试,,0,1.25,1,1.3,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,Cleaner,Pembersih,清洁工人,,0,1.25,1,1,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,"Cutting Machine / Guillotine Operator, Battery Plates, Crushing / Grinding / Milling / Mixing Machine / Operator","Pemotong Mesin / Operator Guillotine, Plat Bateri, Penghancur / Pengisar / Penggilingan / Mesin Pencampur / Pengendali",切割机/切断台操作员，电池极板，破碎/研磨/铣削/混合机/操作员,,0,1.25,1,1.3,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,Labourer ,Pekerja,劳工,,0,1.25,1,1.45,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,"Manager, Production Superintendent ","Pengurus, Penguatkuasa Pengeluaran",经理，生产主管,,0,1,1,1,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,Other Skilled Worker,Pekerja Mahir Lain ,其他技术工人,,0,1,1,1.3,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,Packaging / Labelling / Wrapping Machine Attendant,Pembungkusan / Pelabelan / Petugas Pembungkus Mesin ,包装/标签/包装机服务员,,0,1.25,1,1,,,,
Battery / Accumulator Manufacturer,Pengeluar Bateri / Akumulator ,电池 / 蓄电池制造商,Worker Exposed To Dust Or Poisonous Compounds,Pekerja yang terdedah kepada habuk atau sebatian beracun,接触粉尘或有毒化合物的工人,,2.5,1.5,1,1.3,,,,
Beauty Parlour,Salun Kecantikkan ,美容院,"Beautician, Makeup Artist, Manicurist","Pakar Kecantikkan, Makeup Artis, Manicurist",美容师，化妆师，美甲师,,0,1,1,1,,,,
Beauty Parlour,Salun Kecantikkan ,美容院,Employee & Proprietor,kakitangan & Pemilik,雇员和业主,,0,1,1,1,,,,
Beverage & Bottling Industry,Industri Minuman & Perbotolan,饮料瓶装行业,Beer Process Operator ,Pengendali Prose Bir,啤酒提炼操作员,,0,1.25,1,1,,,,
Beverage & Bottling Industry,Industri Minuman & Perbotolan,饮料瓶装行业,Boiler Attendant,Petugas Pendandang,锅炉服务员,,0,1.25,1,1.45,,,,
Beverage & Bottling Industry,Industri Minuman & Perbotolan,饮料瓶装行业,"Clerk, Manager or Proprietor","Kerani, Pengurus, Pemilik",文员，经理或业主,,0,1,1,1,,,,
Beverage & Bottling Industry,Industri Minuman & Perbotolan,饮料瓶装行业,"Skilled Worker, Bottle Washer, Attendant, Can Feedler, Conveyor Operator","Pekerja mahir, mesin basuh botol, Petugas, Pembantu pengendali makanan, pengendali penghantar",技术工人，洗瓶机工，服务员，罐头进料器工，输送机操作员,,0,1.25,1,1,,,,
Bicycle Shop,Kedai basikal,脚车店,Bicycle Shop Proprietor (No Repairing),Pemilik Kedai Basikal (Tiada Pembaikan),脚车店老板（没维修）,,0,1,1,1,,,,
Bicycle Shop,Kedai basikal,脚车店,Bicycle Shop Assistant (Repairer),Pembantu Kedai Basikal (Pembaikan),脚车店助理（修理工）,,0,1,1,1,,,,
Bill Collector & Poster,Pengumpul Bill & Poster,收单员和招贴,Bill Collector & Poster,Pengumpul Bill & Poster,收单员和招贴,,0,1.25,1,1,,,,
Billiard Room / Snooker Centre,Pusat Biliard / Snooker,台球室 / 桌球中心,Attendant,Petugas,服务员,,0,1.25,1,1,,,,
Billiard Room / Snooker Centre,Pusat Biliard / Snooker,台球室 / 桌球中心,Cashier,Juruwang ,收银员,,0,1,1,1,,,,
Bird's Nest Collector,Pengumpul Sarang Burung,燕窝收集,Bird's Nest Collector,Pengumpul Sarang Burung,燕窝收集,,5,D,D,D,,,,
Blacksmith & Tool Dresser,Tukang Besi & Peralatan rias,铁匠和工具修整,"Blacksmith & Tool Dresser - With Grinding, Welding & Other Manual Hazards","Tukang Besi & Peralatan rias - Dengan Pengisaran, Kimpalan & Bahaya Manual Lain",铁匠和工具修整 - 带有研磨，焊接和其他危险操作,,0,1.5,1,D,,,,
Blacksmith & Tool Dresser,Tukang Besi & Peralatan rias,铁匠和工具修整,"Blacksmith & Tool Dresser - With No Grinding, Or Welding & Manuals Hazards","Tukang Besi & Peralatan rias - Dengan Tanpa Pengisaran, Atau Kimpalan & Manual",铁匠和工具修整 - 无需打磨，焊接或其他危险操作,,0,1.5,1,1,,,,
Blaster & Handling Explosives,Blaster & Pengendali Bahan Letupan ,爆破工和炸药处理,"Blaster & Handling Explosives - Highway, Road & Street Construction","Blaster & Pengendali Bahan Letupan - Lebuhraya, Jalan & Pembinaan Jalan",爆破工和炸药处理 - 高速公路，公路和街道建筑,,5,D,D,D,,,,
Blaster & Handling Explosives,Blaster & Pengendali Bahan Letupan ,爆破工和炸药处理,Blaster & Handling Explosives - Open Mines & Quarries,Blaster & Pengendali Bahan Letupan  - Lombong terbuka & quari,爆破工和炸药处理 - 露天矿和采石场,,5,D,D,D,,,,
Blaster & Handling Explosives,Blaster & Pengendali Bahan Letupan ,爆破工和炸药处理,Blaster & Handling Explosives - Underground,Blaster & Pengendali Bahan Letupan - Bawah Tanah ,爆破工和炸药处理 - 地下,,10,D,D,D,,,,
Blind Maker,Pereka Dekorasi,窗帘制造,Blind Maker,Pereka Dekorasi,窗帘制造,,0,1.25,1,1,,,,
Boat-Builder,Pembinaan Bot ,造船厂,"Boat-Builder (Small Boat, Motor-Boat, etc)","Pembinaan Bot (Bot kecil, Motor-bot, etc)",造船厂（小型船，机动船等）,,0,1.25,1,1,,,,
Boiler Manufacture ,Kilang Pendandang,锅炉制造,Boiler-Cleaner,Pendandang-Pembersihan,锅炉清洁工人,,5,D,D,D,,,,
Boiler Manufacture ,Kilang Pendandang,锅炉制造,"Boilermaker, Galvanizer, Reamer, Repairman, Bucker, Riveter, Welder & Other Skilled Worker","Pendandang, Galvanizer, Reamer, Penyelenggaran, Bucker, Riveter, Pengisar & Pekerja mahir lain",锅炉制造工，镀锌机工，铰刀技工，修理工，装卸工，铆接机工，焊工及其他技术工人,Male,0,1.5,1,D,,,,
Boiler Manufacture ,Kilang Pendandang,锅炉制造,"Boilermaker, Galvanizer, Reamer, Repairwoman, Bucker, Riveter, Welder & Other Skilled Worker","Pendandang, Galvanizer, Reamer, Penyelenggaran, Bucker, Riveter, Pengisar & Pekerja mahir lain",锅炉制造工，镀锌机工，铰刀技工，修理工，装卸工，铆接机工，焊工及其他技术工人,Female,0,1.5,1,D,,,,
Boiler Manufacture ,Kilang Pendandang,锅炉制造,"Foreman, Inspector, Layer-Out","Mandor, Pemerhati, Pereka Lapisan",工头，检查员，分层,Male,0,1,1,1,,,,
Boiler Manufacture ,Kilang Pendandang,锅炉制造,"Forewoman, Inspector, Layer-Out","Mandor, Pemerhati, Pereka Lapisan",女工头，检查员，分层,Female,0,1,1,1,,,,
Bookbinding,Pengikat Buku ,装订,Bookbinding Attendant,Petugas Pengikat Buku,装订服务员,,0,1,1,1,,,,
Bookbinding,Pengikat Buku ,装订,"Bookbinder, Binder Assistant, Auto-Binding Machine Operator","Bookbinder, Penolong Binder, Pengendali Mesin Mengikat Auto",装订机工，装订机助手，自动装订机操作员,,0,1.25,1,1,,,,
Bowling Alley,Boling,保龄球馆,Bowling Alley Attendants,Petugas Lorong Boling ,保龄球馆服务员,,0,1,1,1,,,,
Bowling Alley,Boling,保龄球馆,"Cashier, Manager","Juruwang, Pengurus",收银员，经理,,0,1,1,1,,,,
Brick Manufacture,Pembuatan Bata,制砖业,"Owner, Manager, Clerk (Office Work Only)","Pemilik, Pengurus, Kerani (Kerja Pejabat Sahaja)",业主，经理，文员（仅办公室工作）,,0,1,1,1,,,,
Brick Manufacture,Pembuatan Bata,制砖业,"Brick & Clay Wheeler, Stacker & Other Labourer","Roda Bata & Tanah Liat, Stacker & Buruh Lain ",砖瓦轮车，堆高车及其他劳工,,2.5,1.5,1,1.45,,,,
Brick Manufacture,Pembuatan Bata,制砖业,"Grinder, Machine Operator, Mixer, Moulder","Gerinder, Operator Mesin, Pengadun, Tukang Kayu",磨床员工，机器操作员，搅拌机员工，模具员工,,0,1.25,1,1.3,,,,
Brick Manufacture,Pembuatan Bata,制砖业,Skilled Worker Dealing With Silica Fire Bricks,Pekerja Mahir Berurusan Dengan bata silika Fire,处理二氧化硅耐火砖的技术工人,,0,1.25,1,1.45,,,,
Brick Manufacture,Pembuatan Bata,制砖业,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Bricklayer & Mason,Tukang batu & Mason,瓦工和泥工,"Bridge, Dam, Lock & Reservoir Construction","Jambatan, Dam, Kunci & Pembinaan Jambatan",桥梁，大坝，水闸和水库建设,,5,D,D,D,,,,
Bricklayer & Mason,Tukang batu & Mason,瓦工和泥工,General Construction & Non-Hazardous Industries,Pembinaan Umum & Industri Bukan Berbahaya,普遍建筑与非危险行业,,0,1.25,1,1.45,,,,
Bricklayer & Mason,Tukang batu & Mason,瓦工和泥工,Tunnels - Not Under Compressed Air,Terowong - Tidak Di Udara Mampat,隧道 - 不在压缩空气中,,2.5,1.25,1,D,,,,
Bricklayer & Mason,Tukang batu & Mason,瓦工和泥工,Tunnels - Under Compressed Air,Terowong - Di Udara Mampat,隧道 - 压缩空气下,,5,D,D,D,,,,
Broom & Brush Manufacturer,Pengilang Penyapu & Penyikat,扫帚毛刷制造商,Labourer,Buruh,劳工,,0,1.25,1,1.45,,,,
Broom & Brush Manufacturer,Pengilang Penyapu & Penyikat,扫帚毛刷制造商,Skilled Worker,Pekerja Mahir,技术工人,,0,1.25,1,1,,,,
Broom & Brush Manufacturer,Pengilang Penyapu & Penyikat,扫帚毛刷制造商,Supervisor,Penyelia,主管,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Aluminium Window Frame Installer, Building Demolition Worker","Pemasang Bingkai Tingkap  Aluminium, Bangunan Pekerja Perobohan",铝窗框安装员工，建筑拆除工人,,2.5,1.25,1,1.45,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Architect (Office Duties), Draftsman",Jurubina  (Kerja pejabat sahaja) / Pelakar seni bina ,建筑师（办公室职责），制图员,Male,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Architect (Office Duties), Draftswoman",Jurubina  (Kerja pejabat sahaja) / Pelakar seni bina ,建筑师（办公室职责），女制图员,Female,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Carpenter, Cement Worker","Tukang kayu, pekerja simen",木匠，水泥工人,,0,1.25,1,1.3,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Civil Engineer, Rodman & Transitman","Jurutera Awam, Rodman & Transitman",土木工程师，杆工，输送者,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Concrete Mixer Operator,Pengendali Pengadun Konkrit,混凝土搅拌机操作员,,0,1.25,1,1.3,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Contractor & Sub-Contractor (Office Work Only),Kontraktor & Subkontraktor (Hanya Kerja Pejabat),承包商和分包商（仅办公室工作）,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Contractor & Sub-Contractor (On-Site Supervision & Involving Manual Work > 30 ft),Kontraktor & Subkontraktor (Penyeliaan di Laman & Melibatkan Kerja Manual > 30 kaki),承包商和分包商（现场监督和涉及劳动工作 > 30尺）,,0,1,D,D,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Contractor & Sub-Contractor (On-Site Supervision & Involving Manual Work ≤ 30ft),Kontraktor & Subkontraktor (Penyeliaan di Laman & Melibatkan Kerja Manual ≤ 30 kaki),承包商和分包商（现场监督和涉及劳动工作 ≤ 30尺）,,0,1,1,1.45,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Contractor & Sub-Contractor (On-Site Supervision & No Manual Work) ,Kontraktor & Subkontraktor (Pengawasan Atas Talian & Tiada Kerja Manual),承包商和分包商（现场监督，没涉及劳动）,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Cornice Worker, Roofer, Plaster Ceiling Worker","Pekerja Cornice, Roofer,Pekerja Plaster Siling",檐口工人，屋顶工，石膏天花板工人,,0,1.25,1,1.3,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Crane Operator (In Control Room),Pengendali kren (dalam bilik kawalan),起重机操作员（在控制室中）,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Crane-Driver (Not In Ship Building),Pemandu Crane (Bukan Bangunan Kapal),起重机司机（不在造船厂）,,2.5,1.25,1,1.45,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Craneman, Derrickman, Driller, Hoistman","Pemandu Crane, Derrick, Pengerudi, Juru Hoist",起重机员工，铁架塔工， 钻工，提升机工,,2.5,1.25,1,D,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Curtain Wall Installation Worker, Scaffolding Worker, Odd Job Labourer","Pekerja Pemasangan Dinding Tirai, Pekerja Perancah,",幕墙安装工人，脚手架工人， 杂工,,5,D,D,D,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Driver (Bulldozer, Concrete Mixer, Digger, Dumper, Excavator, Grader, Tractor) ","Pemandu (jentolak, pengadun konkrit, penggali, dumper, penggali, penunjuk, traktor)",司机（推土机，混凝土搅拌机，挖掘机，翻斗车，挖掘机，平地机，拖拉机）,,0,1.25,1,D,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Electric Worker At Construction Site,Pekerja Elektrik Di Tapak Pembinaan,工地电力工人,,0,1.25,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Erector, Painter, Welder","Penegak, Pelukisr, Welder",架设工，漆工，焊工,,2.5,D,D,D,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Land Surveyor, Quantity Surveyor","Juruukur Tanah, Juruukur Bahan",土地测量师，工料测量师,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Leveller, Chainman","penyamaratakan, Pengukur Jarak",测平，	测链员,,2.5,1.25,1,1.45,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Lift Repairer & Fitter, Sawyer, Carver, Cutter, Labourer","Lif Pembaikan & pemampan, Sawyer, Carver, Pemotongan, Buruh.",升降机修理及安装，锯工，雕刻师，切割，劳工,,2.5,1.5,1,1.45,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Pipe-Fitter, Plumber, Sprinkler Installer","Pemasangan Paip, Tukang paip, Pemasangan Sprinkler ",管道安装工，水管工，洒水装置,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Sheet Metal Worker, Tinsmith, Steamfitter","Lembaran Pekerja logam, tukang pateri, Steamfitter",钣金工人，铁匠，蒸锅,,0,1.25,1,1.45,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Site Clerk,Kerani Tapak,工场文员,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,"Site Supervisor, Safety Officer","Penyelia Tapak, Pegawai keselamatan ",工场主管，安全主任,,0,1,1,1,,,,
Building & Construction,Bangunan & Pembinaan,建筑构造,Steeplejack,Pembaiki Menara,高空作業工人,,7.5,D,D,D,,,,
